ID_DECLARATION;ID_ENVOI_EDI;ID_FORMULAIRE;ID_ADHERENT;ANNEE_DECLAR;PERIODE_DECLAR;REGIME_DECLAR;CODE_COMP;DATE_DEPOT;FAIT_GEN;RENS;MODE_DECLAR;CA_GLOBAL;MNT_TAXE;MNT_DEDUCTION;MNT_CREDIT;TVA_DUE;PAIEMENT_ACCOMP;TAXE_PAYEE;ETAT_DECLARATION;RELEVE_DEDUCTION;DATE_EFF_DEPOT;IS_HISTORY_ONLY;TYPE_DECLAR;DELETED;USER_MAJ;DATE_MAJ;DATE_TRANSFERT_METIER;MAJ;MAJ_T_METIER;RELEVE_DEDUCTION_AUTRE;PAIEMENT_MC_INITILIZED;REF_PAIEMENT;MONTANT_VERSE;PRINCIPAL_VERSE;DROITS_COMP_TVA;DATE_CESSION_OU_CESSATION
3521;NULL;41;29;2009;1;1;1;26/02/2009;NULL;NULL;1;700.00;140.00;50.00;0.00;90.00;0.00;90.00;4;Statistiques_Dot_Dlaration_Simpl-TVA_2007_v3 (version 1).xls;26/02/2009;0;D;1;raji16;2009-02-26 15:10:08.435;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3541;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;74081691.38;14816338.00;54888193.82;0.00;0.00;0.00;0.00;4;;26/02/2009;0;C;1;afahoui_1640885;2009-02-26 10:13:36.524;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3543;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;25581590.96;5116318.00;3414264.57;0.00;1702053.43;0.00;1702053.44;4;tableau deductions.XLS;26/02/2009;0;D;1;mzerouali_1640893;2009-02-26 13:38:37.58;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3544;NULL;41;1111;2009;1;1;0;02/03/2009;NULL;NULL;1;0.00;0.00;5507323.82;0.00;0.00;0.00;0.00;4;DECLARATION TVA 01-2009 ATLANTIC DE NIMES.xls;02/03/2009;0;C;1;mlaissaoui_3316668;2009-03-02 11:07:26.47;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3561;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;149194495.60;12102387.70;12777133.72;0.00;0.00;0.00;0.00;4;PETROMIN TABLEAUX TVA DED JAN 09.xls;26/02/2009;0;C;1;karroub_1640886;2009-02-26 17:52:00.691;04/11/2013;M;M;NULL;0;NULL;NULL;0.00;0.00;NULL
3562;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;371447274.00;37693230.40;329549003.04;0.00;0.00;0.00;0.00;4;declaration defenitive0109.xls;26/02/2009;0;C;1;felkhlifi_1640392;2009-02-26 11:34:09.051;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3564;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;830320.00;166064.00;21710597.50;0.00;0.00;0.00;0.00;4;tva0109.pdf;26/02/2009;0;C;1;mraghib_1641032;2009-02-26 11:17:34.714;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3565;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;133867358.00;9391192.80;44789488.06;0.00;0.00;0.00;0.00;4;TVA DEDUCTIBLE 12-08.xls;26/02/2009;0;C;1;nbouhaddioui_3375348;2009-02-26 15:29:16.875;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3567;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;10121589.54;2019263.60;1517310.84;0.00;501952.76;0.00;501952.76;4;FICTVA_0109.xls;26/02/2009;0;D;1;ayacoubi_1031086;2009-02-26 11:27:30.287;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3568;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;1771278.00;354256.00;327003.58;0.00;27252.42;0.00;27252.42;4;Dail rupation TVA 01-09 Bull Maroc-IF1600893.xls;26/02/2009;0;D;1;omounsif_1600893;2009-02-26 14:37:53.254;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3571;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;148502908.38;29702562.00;11363998.33;0.00;18338563.67;0.00;18338563.67;4;RECUPERATION 01-2009.xls;26/02/2009;0;D;1;amahfoud_1660323;2009-02-26 16:37:05.03;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3572;NULL;41;1111;2009;1;1;0;26/02/2009;NULL;NULL;1;12982411.00;2596339.00;980050.00;0.00;1616289.00;0.00;1616289.00;4;RECUP.VAT01.09.pdf;26/02/2009;0;D;1;mlharaoui_1030709;2009-02-26 17:06:49.267;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
22785;NULL;81;1111;2013;12;1;0;NULL;NULL;NULL;1;0.00;0.00;0.00;0.00;0.00;0.00;500.00;0;NULL;NULL;0;N;0;raji16;2021-08-31 12:19:49.847;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3573;NULL;41;1111;2009;1;1;0;NULL;NULL;NULL;1;20574953.82;3170947.40;268971997.27;0.00;0.00;0.00;0.00;2;#NOM?;NULL;0;C;1;sfarah_2220776;2009-03-02 14:08:25.392;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3581;NULL;41;1111;2009;1;1;0;27/02/2009;NULL;NULL;1;53247720.81;11594801.20;111046854.51;0.00;0.00;0.00;0.00;4;relevdes ductions 0109.xls;27/02/2009;0;C;1;mfilali_3302894;2009-02-27 17:08:38.624;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3582;NULL;41;1111;2009;1;1;0;27/02/2009;NULL;NULL;1;51548519.00;3766514.80;51418652.69;0.00;0.00;0.00;0.00;4;Etat__Dlaration__TVA__Janvier 2009.XLS;27/02/2009;0;C;1;yalif_1640612;2009-02-27 12:03:05.651;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3583;NULL;41;1111;2009;1;1;0;27/02/2009;NULL;NULL;1;242825130.00;48565026.00;18877603.93;0.00;29687422.07;0.00;29687422.07;4;TVA CA 01 2009  DGI .XLS;27/02/2009;0;D;1;cnater_3330751;2009-02-27 14:44:33.425;04/11/2013;M;M;NULL;0;NULL;NULL;0.00;0.00;NULL
3584;NULL;41;29;2009;1;1;2;27/02/2009;NULL;NULL;1;1000.00;200.00;0.00;0.00;200.00;0.00;200.00;4;;27/02/2009;0;D;1;raji16;2009-02-27 11:29:32.657;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3585;NULL;41;1111;2009;1;1;0;28/02/2009;NULL;NULL;1;44040070.00;8808014.00;8698516.00;0.00;109498.00;0.00;109498.00;4;RelevDuction_Janvier09_IF_1050851.xls;28/02/2009;0;D;1;dmrini_1050851;2009-02-28 11:46:19.326;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3586;NULL;41;1111;2009;1;1;0;27/02/2009;NULL;NULL;1;7384713.03;738471.00;207959.97;0.00;530511.03;0.00;530511.03;4;TVA2009-01 TELE DECLARATION.xls;27/02/2009;0;D;1;achanti_3355366;2009-02-27 15:27:25.765;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3621;NULL;41;1111;2009;1;1;0;02/03/2009;NULL;NULL;1;20149878.44;2025469.20;442861.61;0.00;1582607.59;0.00;1582607.59;4;Tableau TVA janvier 2009.xls;02/03/2009;0;D;1;nmajid_1084866;2009-03-02 14:56:03.048;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3601;NULL;41;1111;2009;1;1;0;28/02/2009;NULL;NULL;1;82204390.00;16440878.00;7495094.00;0.00;8945784.00;0.00;8945784.00;4;Tva_rupable_scbg_1660911_dlaration_01_2009.xls;28/02/2009;0;D;1;dmrini_1660911;2009-02-28 11:33:44.116;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3602;NULL;41;1111;2009;1;1;0;28/02/2009;NULL;NULL;1;7231420.33;1446284.00;3114851.58;0.00;0.00;0.00;0.00;4;ECG  01-2009.pdf;28/02/2009;0;C;1;jhammane_3330319;2009-02-28 12:50:13.984;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3623;NULL;41;29;2009;1;1;3;02/03/2009;NULL;NULL;1;300.00;60.00;0.00;0.00;60.00;0.00;60.00;4;VOYAGER-2-reference-manual.pdf;02/03/2009;0;D;1;raji16;2009-03-02 15:20:03.539;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3624;NULL;41;29;2009;1;1;4;21/04/2009;NULL;NULL;1;100.00;20.00;0.00;0.00;20.00;0.00;26.00;4;VOYAGER-2-reference-manual.pdf;21/04/2009;0;D;1;raji16;2009-04-21 15:10:54.805;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3642;NULL;41;29;2009;2;1;0;17/03/2009;NULL;NULL;1;2015650.00;403130.00;646110.13;0.00;0.00;0.00;0.00;4;TVA_DHL_Fev2009.xls;17/03/2009;0;C;1;ykanche_1085486;2009-03-17 11:31:45.908;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3643;NULL;41;29;2009;2;1;1;17/03/2009;NULL;NULL;1;2000.00;400.00;10.00;0.00;390.00;0.00;390.00;4;VOYAGER-2-reference-manual.pdf;17/03/2009;0;D;1;raji16;2009-03-17 11:52:51.818;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3661;NULL;41;29;2009;2;1;0;30/03/2009;NULL;NULL;1;162742113.55;32548422.00;13033504.00;0.00;19514918.00;0.00;19514918.00;4;TVA 02 2009 DGI.xls;30/03/2009;0;D;1;cnater_3330751;2009-03-30 16:50:49.678;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3681;NULL;41;29;2009;2;1;0;20/03/2009;NULL;NULL;1;26495054.18;3713541.80;0.00;0.00;3713541.80;0.00;3713541.80;4;;20/03/2009;0;D;1;abahoujabour_1085109;2009-03-20 11:35:19.917;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3721;NULL;41;29;2009;2;1;0;25/03/2009;NULL;NULL;1;8512945.60;1702590.00;4617723.87;0.00;0.00;0.00;0.00;4;t_tva 02-2009.xls;25/03/2009;0;C;1;beltifi_6140394;2009-03-25 11:37:37.653;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3741;NULL;41;29;2009;2;1;0;24/03/2009;NULL;NULL;1;18799742.00;1904017.00;209866.49;0.00;1694150.51;0.00;1694150.51;4;DECLARATION TVA FEVRIER 2009.xls;24/03/2009;0;D;1;asqualli_1030387;2009-03-24 13:58:40.013;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4301;NULL;41;29;2009;4;1;0;27/05/2009;NULL;NULL;1;233945980.00;46789196.00;16325531.53;0.00;30463664.47;0.00;30463664.47;4;TVA CA 04 2009  DGI 27 05.XLS;27/05/2009;0;D;1;cnater_3330751;2009-05-27 15:44:42.573;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3743;NULL;41;29;2009;2;1;3;25/03/2009;NULL;NULL;1;200.00;40.00;0.00;0.00;40.00;0.00;40.00;4;;25/03/2009;0;D;1;test_16;2009-03-25 17:46:02.494;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3762;NULL;41;29;2009;2;1;0;24/03/2009;NULL;NULL;1;8311393.94;1658638.00;727161.94;0.00;931476.06;0.00;931476.06;4;TVA 02 2009.xls;24/03/2009;0;D;1;ayacoubi_1031086;2009-03-24 14:56:34.482;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3763;NULL;41;29;2009;2;1;0;25/03/2009;NULL;NULL;1;9316980.00;1863396.00;3345329.02;0.00;0.00;0.00;0.00;4;OMC 09-02.xls;25/03/2009;0;C;1;mbouziane_1021250;2009-03-25 09:12:18.63;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3781;NULL;41;29;2009;2;1;0;25/03/2009;NULL;NULL;1;6136908.59;447375.50;435241.65;0.00;12133.85;0.00;12133.85;4;;25/03/2009;0;D;1;afellah_1641581;2009-03-25 18:20:42.018;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3782;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;35518860.00;7103772.00;4124569.00;0.00;2979203.00;0.00;2979203.00;4;RelevDuction_Fevrier09_IF_1050851.xls;31/03/2009;0;D;1;dmrini_1050851;2009-03-31 08:54:18.449;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3801;NULL;41;29;2009;2;1;0;26/03/2009;NULL;NULL;1;33046530.00;6609306.00;17685113.73;0.00;0.00;0.00;0.00;4;TVA ATLAS CIT F 09.xls;26/03/2009;0;C;1;rbenmoussa_3332895;2009-03-26 14:52:01.862;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
22784;NULL;381;10;2021;7;1;0;NULL;NULL;NULL;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;0;N;1;raji16;2021-08-31 15:41:19.565;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
22786;NULL;101;1111;2014;1;1;0;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;0;NULL;0;raji16;2021-08-31 12:07:43.079;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
3821;NULL;41;29;2009;2;1;0;26/03/2009;NULL;NULL;1;1098048.10;219610.00;26075821.63;0.00;0.00;0.00;0.00;4;tva0209.pdf;26/03/2009;0;C;1;mraghib_1641032;2009-03-26 10:13:20.053;04/11/2013;M;M;NULL;0;NULL;NULL;0.00;0.00;NULL
3822;NULL;41;29;2009;2;1;0;26/03/2009;NULL;NULL;1;2628339.00;367191.60;0.00;0.00;367191.60;0.00;367191.60;4;;26/03/2009;0;D;1;kanass_3300462;2009-03-26 13:48:24.594;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3824;NULL;41;29;2009;2;1;0;26/03/2009;NULL;NULL;1;63109934.45;12621986.00;41982819.80;0.00;0.00;0.00;0.00;4;ETATS RECUP TVA 02. 2009.xls;26/03/2009;0;C;1;afahoui_1640885;2009-03-26 14:25:03.385;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3825;NULL;41;29;2009;2;1;0;26/03/2009;NULL;NULL;1;143634011.00;10146879.60;48550452.89;0.00;0.00;0.00;0.00;4;deduction TVA 01-09.xls;26/03/2009;0;C;1;nbouhaddioui_3375348;2009-03-26 17:08:48.145;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3841;NULL;41;29;2009;2;1;0;30/03/2009;NULL;NULL;1;162348680.55;26610181.28;118372697.64;0.00;0.00;0.00;0.00;4;WAFASALAF ETAT DES DEDUCTIONS DU MOIS DE FEVRIER 2009.xls;30/03/2009;0;C;1;yzoubir_1084019;2009-03-30 19:24:26.691;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3842;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;0.00;0.00;5997534.33;0.00;0.00;0.00;0.00;4;DECLARATION TVA 02-2009 ATLANTIC DE NIMES.xls;31/03/2009;0;C;1;mlaissaoui_3316668;2009-03-31 08:27:37.499;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3843;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;0.00;0.00;8826205.71;0.00;0.00;0.00;0.00;4;TVA MOIS 02-09.xls;31/03/2009;0;C;1;mlaissaoui_3315040;2009-03-31 08:48:39.568;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3844;NULL;41;29;2009;2;1;0;27/03/2009;NULL;NULL;1;704310.83;140672.00;2357507.87;0.00;0.00;0.00;0.00;4;Feuille de calcul dans Fichier bribes.xls;27/03/2009;0;C;1;skahkahni_2220793;2009-03-27 18:29:06.788;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3846;NULL;41;29;2009;2;1;4;31/03/2009;NULL;NULL;1;200.00;40.00;0.00;0.00;40.00;0.00;40.00;4;;31/03/2009;0;D;1;raji16;2009-03-31 15:24:14.584;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3861;NULL;41;29;2009;2;1;0;28/03/2009;NULL;NULL;1;6977098.85;697710.00;279700.64;0.00;418009.36;0.00;418009.36;4;TVA2009-02.xls;28/03/2009;0;D;1;achanti_3355366;2009-03-28 09:40:51.784;04/11/2013;NULL;M;NULL;0;NULL;NULL;0.00;0.00;NULL
3863;NULL;41;29;2009;2;1;0;30/03/2009;NULL;NULL;1;5982306.00;1172313.00;3409639.02;0.00;0.00;0.00;0.00;4;Dail rupation TVA 02-09 Bull Maroc-IF1600893.xls;30/03/2009;0;C;1;omounsif_1600893;2009-03-30 12:18:47.284;16/12/2013;NULL;M;NULL;0;NULL;NULL;0.00;0.00;NULL
3881;NULL;41;29;2009;2;1;0;29/03/2009;NULL;NULL;1;22944184.00;4588696.00;6029668.28;0.00;0.00;0.00;0.00;4;RECUP.VAT.02.09.pdf;29/03/2009;0;C;1;mlharaoui_1030709;2009-03-29 13:12:15.834;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3901;NULL;41;29;2009;2;1;0;30/03/2009;NULL;NULL;1;2925359.94;585072.00;1705568.86;0.00;0.00;0.00;0.00;4;tableau deduction tva fevrier 09.XLS;30/03/2009;0;C;1;mzerouali_1620868;2009-03-30 14:32:44.235;04/11/2013;M;M;NULL;0;NULL;NULL;0.00;0.00;NULL
3902;NULL;41;29;2009;2;1;0;30/03/2009;NULL;NULL;1;11895746.57;2379150.00;2409183.51;0.00;0.00;0.00;0.00;4;tableau deduction tva frier 09.XLS;30/03/2009;0;C;1;mzerouali_1640893;2009-03-30 14:53:36.816;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3903;NULL;41;29;2009;2;1;0;30/03/2009;NULL;NULL;1;21097755.52;3232005.40;277617029.33;0.00;0.00;0.00;0.00;4;-DEDUCTIONS 02-09.xls;30/03/2009;0;C;1;sfarah_2220776;2009-03-30 17:07:58.517;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3904;NULL;41;29;2009;2;1;0;30/03/2009;NULL;NULL;1;137096111.60;11507818.70;12444885.34;0.00;0.00;0.00;0.00;4;tva ded  fev 09.xls;30/03/2009;0;C;1;karroub_1640886;2009-03-30 11:24:44.292;16/12/2013;M;M;NULL;0;NULL;NULL;0.00;0.00;NULL
3905;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;116917955.58;23383592.00;9763257.91;0.00;13620334.09;0.00;13620334.09;4;RECUPERATION 03-2009.xls;31/03/2009;0;D;1;amahfoud_1660323;2009-03-31 10:03:51.155;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3906;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;17184457.00;1728765.00;857284.43;0.00;871480.57;0.00;871480.57;4;TableauTVA frier 2009.xls;31/03/2009;0;D;1;nmajid_1084866;2009-03-31 08:47:20.781;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3907;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;22533576.05;4506655.00;9649955.41;0.00;0.00;0.00;0.00;4;releve deduction fevrier 2009.xls;31/03/2009;0;C;1;arouijel_4520093;2009-03-31 12:54:02.344;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3921;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;8944477.85;1788896.00;2660963.35;0.00;0.00;0.00;0.00;4;ECG  02-09.pdf;31/03/2009;0;C;1;jhammane_3330319;2009-03-31 09:31:34.303;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3922;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;3012773.26;602554.00;12578875.84;0.00;0.00;0.00;0.00;4;TVA FEVRIER 2009 Daissement.xls;31/03/2009;0;C;1;abougrine_1620315;2009-03-31 12:07:30.738;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3924;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;40499196.00;7073303.00;8970688.06;0.00;0.00;0.00;0.00;4;TVA 02-2009 depot.rar;31/03/2009;0;C;1;dhatim_3330992;2009-03-31 13:02:31.672;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3925;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;7413092.00;1482618.00;4852967.97;0.00;0.00;0.00;0.00;4;DECL TVA FEV 2009.xls;31/03/2009;0;C;1;aferkli_3316581;2009-03-31 13:05:24.768;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3926;NULL;41;29;2009;2;1;0;31/03/2009;NULL;NULL;1;4189622.00;837924.00;6589461.94;0.00;0.00;0.00;0.00;4;RECUP 02-09 BULL SUCC-1622737.xls;31/03/2009;0;C;1;oazzam_1622737;2009-03-31 14:55:47.059;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3941;NULL;41;29;2009;3;1;0;14/04/2009;NULL;NULL;1;2120850.00;424170.00;777643.95;0.00;0.00;0.00;0.00;4;TVA_DHL_Mars2009.xls;14/04/2009;0;C;1;ykanche_1085486;2009-04-14 17:20:06.739;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3961;NULL;41;29;2009;3;1;0;20/04/2009;NULL;NULL;1;23851157.35;4770200.00;8532266.08;0.00;0.00;0.00;0.00;4;Relevdeductions 03 2009 HOLCIM Bons.xls;20/04/2009;0;C;1;arouijel_4520093;2009-04-20 16:23:53.305;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
3981;NULL;41;29;2009;3;1;0;22/04/2009;NULL;NULL;1;149333183.00;10517930.00;54656840.88;0.00;0.00;0.00;0.00;4;duction TVA 02-2009.xls;22/04/2009;0;C;1;nbouhaddioui_3375348;2009-04-22 11:45:12.974;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4001;NULL;41;29;2009;3;1;0;21/04/2009;NULL;NULL;1;1450.00;290.00;0.00;0.00;290.00;0.00;290.00;4;;21/04/2009;0;D;1;test_16;2009-04-21 20:26:39.168;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4021;NULL;41;29;2009;1;2;0;25/04/2009;NULL;NULL;1;0.00;0.00;4457194.37;0.00;0.00;0.00;0.00;4;DECLARAT C.A-1TR09.xls;25/04/2009;0;C;1;rmhamed_3355752;2009-04-25 10:37:30.404;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4024;NULL;41;29;2009;3;1;0;23/04/2009;NULL;NULL;1;59212599.68;4167466.90;14734039.02;0.00;0.00;0.00;0.00;4;INAAM TVA_ 0309.xls;23/04/2009;0;C;1;larhrich_1620612;2009-04-23 12:19:25.21;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4027;NULL;41;29;2009;3;1;0;23/04/2009;NULL;NULL;1;340484095.00;34096973.50;322304402.99;0.00;0.00;0.00;0.00;4;declaration defenitive0309.rar;23/04/2009;0;C;1;felkhlifi_1640392;2009-04-23 17:04:39.375;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4042;NULL;41;29;2009;3;1;0;27/04/2009;NULL;NULL;1;32633786.00;4658136.00;0.00;0.00;4658136.00;0.00;4658136.00;4;;27/04/2009;0;D;1;abahoujabour_1085109;2009-04-27 12:56:01.882;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4061;NULL;41;29;2009;3;1;0;27/04/2009;NULL;NULL;1;69093100.00;13794060.00;24437539.70;0.00;0.00;0.00;0.00;4;Nexans M. - TVA rup - MARS 2009.XLS;27/04/2009;0;C;1;sseffar_1066239;2009-04-27 14:44:28.36;04/11/2013;M;M;NULL;0;NULL;NULL;0.00;0.00;NULL
4022;NULL;41;29;2009;3;1;0;28/04/2009;NULL;NULL;1;9911071.58;1982214.00;4428956.85;0.00;0.00;0.00;0.00;4;t_tva 03-2009.xls;28/04/2009;0;C;1;beltifi_6140394;2009-04-28 09:20:11.055;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4062;NULL;41;29;2009;3;1;0;27/04/2009;NULL;NULL;1;17174828.00;1728548.00;981703.52;0.00;746844.48;0.00;746844.48;4;TABLEAU TVA Mars 2009.xls;27/04/2009;0;D;1;nmajid_1084866;2009-04-27 14:20:40.614;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4063;NULL;41;29;2009;3;1;0;27/04/2009;NULL;NULL;1;80125172.88;16025034.00;35911902.65;0.00;0.00;0.00;0.00;4;ETATS RECUP TVA 03.2009.xls;27/04/2009;0;C;1;afahoui_1640885;2009-04-27 11:11:24.089;16/12/2013;M;M;NULL;0;NULL;NULL;0.00;0.00;NULL
4065;NULL;41;29;2009;3;1;0;27/04/2009;NULL;NULL;1;261583800.00;52316760.00;36361318.41;0.00;15955441.59;0.00;15955441.60;4;TVA DGI CA 03 2009 HCM .XLS;27/04/2009;0;D;1;cnater_3330751;2009-04-27 17:27:43.9;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4081;NULL;41;29;2009;3;1;0;29/04/2009;NULL;NULL;1;813237.00;162648.00;19107068.28;0.00;0.00;0.00;0.00;4;tva0309.pdf;29/04/2009;0;C;1;mraghib_1641032;2009-04-29 09:46:47.248;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4082;NULL;41;29;2009;3;1;0;29/04/2009;NULL;NULL;1;17702997.00;3540515.00;3400743.00;0.00;139772.00;0.00;139772.00;4;RECUP.VAT 03.09.pdf;29/04/2009;0;D;1;mlharaoui_1030709;2009-04-29 15:43:03.509;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4083;NULL;41;29;2009;3;1;0;28/04/2009;NULL;NULL;1;683829.69;136387.00;4510829.28;0.00;0.00;0.00;0.00;4;MARS 2009.xls;28/04/2009;0;C;1;skahkahni_2220793;2009-04-28 18:08:59.672;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4101;NULL;41;29;2009;3;1;0;28/04/2009;NULL;NULL;1;144214492.11;11909059.70;12226511.11;0.00;0.00;0.00;0.00;4;tva deductive mois 03-2009.xls;28/04/2009;0;C;1;karroub_1640886;2009-04-28 08:33:19.395;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4102;NULL;41;29;2009;3;1;0;28/04/2009;NULL;NULL;1;55526909.00;4086336.60;49095984.99;0.00;0.00;0.00;0.00;4;Etat__Dlaration__TVA__Mars 2009.XLS;28/04/2009;0;C;1;yalif_1640612;2009-04-28 10:15:35.425;NULL;M;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
4103;NULL;41;29;2009;3;1;0;29/04/2009;NULL;NULL;1;20321700.00;4060603.00;3346895.54;0.00;713707.46;0.00;713707.46;4;Dail rupation TVA 03-09 Bull Maroc-IF1600893.xls;29/04/2009;0;D;1;oazzam_1600893;2009-04-29 15:58:00.777;NULL;NULL;NULL;NULL;0;NULL;NULL;0.00;0.00;NULL
