ID;NUM_ORDRE;NUM_FACTURE;DATE_FACTURE;DESIGNATION_BIEN_SERVICE;MONTANT_HT;MONTANT_TVA;MONTANT_TTC;TAUX;REF_MODE_PAIEMENT;DATE_PAIEMENT;ID_DECLARATION;NOM_FOURNISSEUR;IF_FOURNISSEUR;ICE_FOURNISSEUR;ID_TRACE;PRORATA;MONTANT_TVA_PRORATA
2917888;2328;FN 12757/2015 ;04/12/2015;CPIT;59800.0;11960.0;71760.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917889;2329;FN 12781/2015 ;07/12/2015;CPIT;59800.0;11960.0;71760.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917906;2346;FN°12821      ;09/12/2015;CPIT;18800.0;3760.0;22560.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917907;2347;FN 12822/2015 ;09/12/2015;CPIT;9400.0;1880.0;11280.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917908;2348;FN 12833/2015 ;09/12/2015;CPIT;110800.0;22160.0;132960.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917909;2349;FN 128817/2015;09/12/2015;CPIT;24000.0;4800.0;28800.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917910;2350;FN 12459/2015 ;09/12/2015;CPIT;59800.0;11960.0;71760.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917911;2351;FN 12460/2015 ;09/12/2015;CPIT;4980.0;996.0;5976.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917941;2381;FN 12837/2015 ;10/12/2015;CPIT;4000.0;800.0;4800.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917947;2387;FN 12528/2015 ;12/12/2015;CPIT;27700.0;5540.0;33240.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917956;2396;FN°12873      ;14/12/2015;CPIT;62000.0;12400.0;74400.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2917988;2428;FN 12911/2015 ;16/12/2015;CPIT;58000.0;11600.0;69600.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2918020;2460;FN 12936/2015 ;18/12/2015;CPIT;50300.0;10060.0;60360.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2918077;2517;FN°13066      ;28/12/2015;CPIT;2100.0;420.0;2520.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2918213;2653;FN°8978       ;02/01/2016;CPIT;2080.0;416.0;2496.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2918214;2654;FN°12878      ;02/01/2016;CPIT;30250.0;6050.0;36300.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2918215;2655;FN°9642       ;02/01/2016;CPIT;59800.0;11960.0;71760.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2918228;2668;FN 12782/2015 ;02/01/2016;CPIT;55400.0;11080.0;66480.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2918229;2669;FN 7912/2015  ;02/01/2016;CPIT;19000.0;3800.0;22800.0;20.0;5;25/05/2016;15470;CPIT;111111111;1.52758E+12;2332;NULL;NULL
2955541;12;F.N°:CAPVP1109;13/12/2011;SMEIA;10862.67;2172.53;13035.2;20.0;2;11/04/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2955567;38;FN 13100118;01/04/2014;SMEIA;2032.72;406.54;2439.26;20.0;2;03/10/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2955568;39;FN 1402422;01/04/2014;SMEIA;3002.94;600.59;3603.53;20.0;2;25/12/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2955707;178;FN 1409509 ;01/10/2014;SMEIA;7750.75;1550.15;9300.9;20.0;2;28/02/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2956228;699;FN°LCSOS150240;27/02/2015;SMEIA;6617.25;1323.45;7940.7;20.0;2;03/03/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2956265;736;FN LCAPVP15042;15/04/2015;SMEIA;7001.13;1400.23;8401.36;20.0;2;17/04/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2956268;739;FN LCAPVP15043;17/04/2015;SMEIA;8435.83;1687.17;10123.0;20.0;2;17/05/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2956403;874;FN 1502428 ;01/07/2015;SMEIA;26071.68;5214.34;31286.02;20.0;2;24/02/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2956404;875;FN 1506030    ;01/07/2015;SMEIA;15450.0;3090.0;18540.0;20.0;2;04/06/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2956393;864;FN 1505086 ;01/07/2015;SMEIA;12982.01;2596.4;15578.41;20.0;2;08/05/2016;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2956405;876;FN 1504306 ;01/07/2015;SMEIA;12075.01;2415.0;14490.01;20.0;2;14/04/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2956406;877;FN 1505514;01/07/2015;SMEIA;3754.7;750.94;4505.64;20.0;2;22/05/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2956583;1054;FN 1507392 ;14/07/2015;SMEIA;4300.17;860.03;5160.2;20.0;2;16/07/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2957370;1841;FN 1510757;26/10/2015;SMEIA;4419.89;883.98;5303.87;20.0;2;05/11/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2957488;1959;FN 1511084 ;03/11/2015;SMEIA;2640.55;528.11;3168.66;20.0;2;28/10/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2957842;2313;FN 1512013 ;03/12/2015;SMEIA;666.44;133.29;799.73;20.0;2;28/01/2016;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2957955;2426;FN 1512495 ;16/12/2015;SMEIA;21819.31;4363.86;26183.17;20.0;2;18/12/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2958248;2719;FN 1602072 ;02/01/2016;SMEIA;19342.73;3868.55;23211.28;20.0;2;28/01/2016;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2958644;3115;FN 1603332;14/03/2016;SMEIA;12945.84;2589.17;15535.01;20.0;2;16/03/2015;17461;SMEIA;111111111;1.31845E+11;3291;1234.0;6547.0
2915572;12;F.N°:CAPVP1109;13/12/2011;SMEIA;10862.67;2172.53;13035.2;20.0;2;11/04/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2915598;38;FN 13100118;01/04/2014;SMEIA;2032.72;406.54;2439.26;20.0;2;03/10/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2915599;39;FN 1402422;01/04/2014;SMEIA;3002.94;600.59;3603.53;20.0;2;25/12/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2915738;178;FN 1409509 ;01/10/2014;SMEIA;7750.75;1550.15;9300.9;20.0;2;28/02/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2916259;699;FN°LCSOS150240;27/02/2015;SMEIA;6617.25;1323.45;7940.7;20.0;2;03/03/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2916296;736;FN LCAPVP15042;15/04/2015;SMEIA;7001.13;1400.23;8401.36;20.0;2;17/04/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2916299;739;FN LCAPVP15043;17/04/2015;SMEIA;8435.83;1687.17;10123.0;20.0;2;17/05/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2916424;864;FN 1505086 ;01/07/2015;SMEIA;12982.01;2596.4;15578.41;20.0;2;08/05/2016;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2916434;874;FN 1502428 ;01/07/2015;SMEIA;26071.68;5214.34;31286.02;20.0;2;24/02/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2916435;875;FN 1506030    ;01/07/2015;SMEIA;15450.0;3090.0;18540.0;20.0;2;04/06/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2916436;876;FN 1504306 ;01/07/2015;SMEIA;12075.01;2415.0;14490.01;20.0;2;14/04/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2916437;877;FN 1505514;01/07/2015;SMEIA;3754.7;750.94;4505.64;20.0;2;22/05/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2916614;1054;FN 1507392 ;14/07/2015;SMEIA;4300.17;860.03;5160.2;20.0;2;16/07/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2917401;1841;FN 1510757;26/10/2015;SMEIA;4419.89;883.98;5303.87;20.0;2;05/11/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2917519;1959;FN 1511084 ;03/11/2015;SMEIA;2640.55;528.11;3168.66;20.0;2;28/10/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2917873;2313;FN 1512013 ;03/12/2015;SMEIA;666.44;133.29;799.73;20.0;2;28/01/2016;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2917986;2426;FN 1512495 ;16/12/2015;SMEIA;21819.31;4363.86;26183.17;20.0;2;18/12/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2918279;2719;FN 1602072 ;02/01/2016;SMEIA;19342.73;3868.55;23211.28;20.0;2;28/01/2016;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2918675;3115;FN 1603332;14/03/2016;SMEIA;12945.84;2589.17;15535.01;20.0;2;16/03/2015;15470;SMEIA;111111111;1.31845E+11;2332;NULL;NULL
2956077;548;FN°1868       ;27/01/2015;SERIMA;1298.0;259.6;1557.6;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956195;666;FN°892        ;11/02/2015;SERIMA;19360.12;3872.02;23232.14;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956196;667;FN°893        ;11/02/2015;SERIMA;7207.5;1441.5;8649.0;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956197;668;FN°101058     ;12/02/2015;SERIMA;10320.0;2064.0;12384.0;20.0;5;25/01/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956236;707;FN°101872     ;20/03/2015;SERIMA;4834.03;966.81;5800.84;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956237;708;FN°102029     ;23/03/2015;SERIMA;2700.72;540.14;3240.86;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956257;728;FN°100620     ;07/04/2015;SERIMA;3573.2;714.64;4287.84;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956260;731;FN°101170     ;13/04/2015;SERIMA;9635.2;1927.04;11562.24;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956382;853;FN°102162     ;26/06/2015;SERIMA;6080.0;1216.0;7296.0;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956395;866;FN°646        ;01/07/2015;SERIMA;10669.76;2133.95;12803.71;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956396;867;FN°55         ;01/07/2015;SERIMA;2227.29;445.46;2672.75;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956397;868;FN°273        ;01/07/2015;SERIMA;6030.0;1206.0;7236.0;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956398;869;FN°3107       ;01/07/2015;SERIMA;3627.0;725.4;4352.4;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956399;870;FN°474        ;01/07/2015;SERIMA;11927.25;2385.45;14312.7;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956400;871;FN°61         ;01/07/2015;SERIMA;3039.44;607.89;3647.33;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956402;873;FN°102161     ;01/07/2015;SERIMA;8256.0;1651.2;9907.2;20.0;5;25/01/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956394;865;FN°645        ;01/07/2015;SERIMA;17714.66;3542.93;21257.59;20.0;5;26/10/2015;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956757;1228;FN°101282     ;24/08/2015;SERIMA;10416.0;2083.2;12499.2;20.0;5;25/01/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956758;1229;FN°101381     ;25/08/2015;SERIMA;122880.0;24576.0;147456.0;20.0;5;25/03/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956905;1376;FN°101585     ;18/09/2015;SERIMA;19153.35;3830.67;22984.02;20.0;5;25/01/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956948;1419;FN°102042     ;30/09/2015;SERIMA;9995.82;1999.16;11994.98;20.0;5;25/01/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956949;1420;FN°102041     ;30/09/2015;SERIMA;552.42;110.48;662.9;20.0;5;25/01/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2956963;1434;FN°2189       ;01/10/2015;SERIMA;2064.0;412.8;2476.8;20.0;5;25/03/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2957224;1695;FN°231        ;05/10/2015;SERIMA;5447.58;1089.52;6537.1;20.0;5;25/01/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2957324;1795;FN°101391     ;20/10/2015;SERIMA;15810.0;3162.0;18972.0;20.0;5;25/01/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2957352;1823;FN°101861     ;23/10/2015;SERIMA;12160.0;2432.0;14592.0;20.0;5;25/01/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2957867;2338;FN°592        ;07/12/2015;SERIMA;10004.94;2000.99;12005.93;20.0;5;25/03/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2957899;2370;FN°859        ;09/12/2015;SERIMA;13994.64;2798.93;16793.57;20.0;5;25/03/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2957953;2424;FN°1488       ;16/12/2015;SERIMA;2142.72;428.54;2571.26;20.0;5;25/03/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2958057;2528;FN°2243       ;28/12/2015;SERIMA;2790.0;558.0;3348.0;20.0;5;25/03/2016;17461;SERIMA;111111111;1.55613E+12;3291;1234.0;6547.0
2916108;548;FN°1868       ;27/01/2015;SERIMA;1298.0;259.6;1557.6;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916226;666;FN°892        ;11/02/2015;SERIMA;19360.12;3872.02;23232.14;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916227;667;FN°893        ;11/02/2015;SERIMA;7207.5;1441.5;8649.0;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916228;668;FN°101058     ;12/02/2015;SERIMA;10320.0;2064.0;12384.0;20.0;5;25/01/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916267;707;FN°101872     ;20/03/2015;SERIMA;4834.03;966.81;5800.84;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916268;708;FN°102029     ;23/03/2015;SERIMA;2700.72;540.14;3240.86;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916291;731;FN°101170     ;13/04/2015;SERIMA;9635.2;1927.04;11562.24;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916288;728;FN°100620     ;07/04/2015;SERIMA;3573.2;714.64;4287.84;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916413;853;FN°102162     ;26/06/2015;SERIMA;6080.0;1216.0;7296.0;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916425;865;FN°645        ;01/07/2015;SERIMA;17714.66;3542.93;21257.59;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916426;866;FN°646        ;01/07/2015;SERIMA;10669.76;2133.95;12803.71;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916427;867;FN°55         ;01/07/2015;SERIMA;2227.29;445.46;2672.75;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916428;868;FN°273        ;01/07/2015;SERIMA;6030.0;1206.0;7236.0;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916429;869;FN°3107       ;01/07/2015;SERIMA;3627.0;725.4;4352.4;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916430;870;FN°474        ;01/07/2015;SERIMA;11927.25;2385.45;14312.7;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916431;871;FN°61         ;01/07/2015;SERIMA;3039.44;607.89;3647.33;20.0;5;26/10/2015;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916433;873;FN°102161     ;01/07/2015;SERIMA;8256.0;1651.2;9907.2;20.0;5;25/01/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916788;1228;FN°101282     ;24/08/2015;SERIMA;10416.0;2083.2;12499.2;20.0;5;25/01/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916789;1229;FN°101381     ;25/08/2015;SERIMA;122880.0;24576.0;147456.0;20.0;5;25/03/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916936;1376;FN°101585     ;18/09/2015;SERIMA;19153.35;3830.67;22984.02;20.0;5;25/01/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916979;1419;FN°102042     ;30/09/2015;SERIMA;9995.82;1999.16;11994.98;20.0;5;25/01/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916980;1420;FN°102041     ;30/09/2015;SERIMA;552.42;110.48;662.9;20.0;5;25/01/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2916994;1434;FN°2189       ;01/10/2015;SERIMA;2064.0;412.8;2476.8;20.0;5;25/03/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2917255;1695;FN°231        ;05/10/2015;SERIMA;5447.58;1089.52;6537.1;20.0;5;25/01/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2917355;1795;FN°101391     ;20/10/2015;SERIMA;15810.0;3162.0;18972.0;20.0;5;25/01/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2917383;1823;FN°101861     ;23/10/2015;SERIMA;12160.0;2432.0;14592.0;20.0;5;25/01/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2917898;2338;FN°592        ;07/12/2015;SERIMA;10004.94;2000.99;12005.93;20.0;5;25/03/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2917930;2370;FN°859        ;09/12/2015;SERIMA;13994.64;2798.93;16793.57;20.0;5;25/03/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2917984;2424;FN°1488       ;16/12/2015;SERIMA;2142.72;428.54;2571.26;20.0;5;25/03/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2918088;2528;FN°2243       ;28/12/2015;SERIMA;2790.0;558.0;3348.0;20.0;5;25/03/2016;15470;SERIMA;111111111;1.55613E+12;2332;NULL;NULL
2955545;16;FN MC040017/D1;11/04/2013;SRM;15047.4;3009.48;18056.88;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2955553;24;FN 050205/D13 ;01/10/2013;SRM;3261.68;652.34;3914.02;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2955554;25;FN 50043/D13  ;01/10/2013;SRM;1803.84;360.77;2164.61;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2955559;30;FN 100065/D13 ;14/10/2013;SRM;2246.55;449.31;2695.86;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2955560;31;FN 100129/D13 ;30/10/2013;SRM;1603.1;320.62;1923.72;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2955561;32;FN 100022/R13 ;31/10/2013;SRM;8114.03;1622.81;9736.84;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2955569;40;FN BC040304/D1;30/04/2014;SRM;42588.89;8517.78;51106.67;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2955761;232;FN BC100130/D1;27/10/2014;SRM;153.68;30.74;184.42;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956261;732;FN BC040100/D1;13/04/2015;SRM;333.54;66.71;400.25;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956970;1441;FN BC090158/15;01/10/2015;SRM;2916.5;583.3;3499.8;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956966;1437;FN BC080154/14;01/10/2015;SRM;2198.0;439.6;2637.6;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956967;1438;FN BC090149/14;01/10/2015;SRM;855.1;171.02;1026.12;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956968;1439;FN BC120031/14;01/10/2015;SRM;1432.25;286.45;1718.7;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956969;1440;FN BC010004/15;01/10/2015;SRM;4490.0;898.0;5388.0;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956971;1442;FN BC020004/15;01/10/2015;SRM;10739.3;2147.86;12887.16;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956972;1443;FN BC090035/14;01/10/2015;SRM;16274.95;3254.99;19529.94;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956973;1444;FN BC080150/14;01/10/2015;SRM;1031.9;206.38;1238.28;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956974;1445;FN BC080013/14;01/10/2015;SRM;5368.6;1073.72;6442.32;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956975;1446;FN BA100001/14;01/10/2015;SRM;21218.08;4243.62;25461.7;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956976;1447;FN BC120213/14;01/10/2015;SRM;178.5;35.7;214.2;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956977;1448;FN BC120062/14;01/10/2015;SRM;1666.0;333.2;1999.2;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956978;1449;FN BC100035/14;01/10/2015;SRM;11493.8;2298.76;13792.56;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956979;1450;FN BC120037/14;01/10/2015;SRM;5531.77;1106.35;6638.12;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956980;1451;FN BC080013/15;01/10/2015;SRM;10231.3;2046.26;12277.56;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956981;1452;FN BC040007/15;01/10/2015;SRM;13482.69;2696.54;16179.23;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956982;1453;FN BC080021/15;01/10/2015;SRM;15000.0;3000.0;18000.0;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956983;1454;FN BC060327/15;01/10/2015;SRM;7721.4;1544.28;9265.68;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2956984;1455;FN BC030181/15;01/10/2015;SRM;16645.55;3329.11;19974.66;20.0;5;25/05/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957384;1855;FN BC100171/D1;27/10/2015;SRM;5177.6;1035.52;6213.12;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957478;1949;FN BC100305/D1;31/10/2015;SRM;400.0;80.0;480.0;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957479;1950;FN BC100306/D1;31/10/2015;SRM;8636.0;1727.2;10363.2;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957516;1987;FN BC110042/D1;09/11/2015;SRM;1388.9;277.78;1666.68;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957517;1988;FN BC110044/D1;09/11/2015;SRM;308.13;61.63;369.76;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957518;1989;FN BC110041/D1;09/11/2015;SRM;34343.59;6868.72;41212.31;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957519;1990;FN BC110042/D1;09/11/2015;SRM;3890.19;778.04;4668.23;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957606;2077;FN BC110116/D1;16/11/2015;SRM;7962.8;1592.56;9555.36;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957607;2078;FN BC110115/D1;16/11/2015;SRM;3035.78;607.16;3642.94;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957608;2079;FN BC110113/D1;16/11/2015;SRM;7721.4;1544.28;9265.68;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957609;2080;FN BC110111/D1;16/11/2015;SRM;310.68;62.14;372.82;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
2957610;2081;FN BC110114/D1;16/11/2015;SRM;653.6;130.72;784.32;20.0;5;25/04/2016;17461;SRM;111111111;1.526E+12;3291;1234.0;6547.0
